poll_time,recorded_at_time,line_ref,direction_ref,operator_ref,vehicle_ref,origin_name,destination_name,origin_aimed_departure,destination_aimed_arrival,latitude,longitude,bearing
2026-07-24T09:12:34.370070,2026-07-24T09:11:58+00:00,281,inbound,AKSS,1466,Barnetts_Way,Parsonage_Close,2026-07-24T09:00:00+00:00,2026-07-24T09:32:00+00:00,51.142776,0.270208,221
2026-07-24T09:12:34.370070,2026-07-24T09:05:28+00:00,281,outbound,AKSS,1501,Parsonage_Close,Barnetts_Way,2026-07-24T08:37:00+00:00,2026-07-24T09:09:00+00:00,51.155201,0.275371,97
2026-07-24T09:12:34.370070,2026-07-23T21:06:56+00:00,277,outbound,AKSS,1502,Railway_Station,Tunbridge_Wells_Hospital,2026-07-23T20:45:00+00:00,2026-07-23T21:10:00+00:00,51.154758,0.295441,65
2026-07-24T09:12:34.370070,2026-07-24T09:12:12+00:00,277,outbound,AKSS,1503,Old_West_Station_Sainsbury_s,Tunbridge_Wells_Hospital,2026-07-24T09:13:00+00:00,2026-07-24T09:48:00+00:00,51.123778,0.255453,
2026-07-24T09:12:34.370070,2026-07-24T09:12:05+00:00,277,outbound,AKSS,1522,Railway_Station,Tunbridge_Wells_Hospital,2026-07-24T08:48:00+00:00,2026-07-24T09:18:00+00:00,51.153228,0.296604,177
2026-07-24T09:12:34.370070,2026-07-24T09:12:04+00:00,176,inbound,AKSS,1650,Alexandra_Hospital,Plantation_Road,,,51.38411,0.526501,152
2026-07-24T09:12:34.370070,2026-07-24T09:12:22+00:00,145,outbound,AKSS,1651,Waterfront_Bus_Station,The_George,,,51.384583,0.508071,175
2026-07-24T09:12:34.370070,2026-07-24T09:12:07+00:00,145,inbound,AKSS,1652,The_George,Waterfront_Bus_Station,,,51.360775,0.502305,14
2026-07-24T09:12:34.370070,2026-07-23T17:58:14+00:00,146,inbound,AKSS,1653,The_George,Waterfront_Bus_Station,,,51.384208,0.52368,
2026-07-24T09:12:34.370070,2026-07-24T09:11:56+00:00,145,inbound,AKSS,1654,The_George,Waterfront_Bus_Station,,,51.37788,0.507725,
2026-07-24T09:12:34.370070,2026-07-24T09:12:20+00:00,1,inbound,AKSS,1655,Chatham_Railway_Station,The_Strand,2026-07-24T09:00:00+00:00,2026-07-24T09:26:00+00:00,51.39472,0.530901,38
2026-07-24T09:12:34.370070,2026-07-24T09:12:11+00:00,281,outbound,AKSS,1656,Parsonage_Close,Barnetts_Way,2026-07-24T08:57:00+00:00,2026-07-24T09:29:00+00:00,51.129968,0.263421,10
2026-07-24T09:12:34.370070,2026-07-24T09:12:20+00:00,281,outbound,AKSS,1657,Parsonage_Close,Barnetts_Way,2026-07-24T09:17:00+00:00,2026-07-24T09:49:00+00:00,51.138775,0.22813,
2026-07-24T09:12:34.370070,2026-07-24T09:12:20+00:00,218,inbound,AKSS,1658,Pinnacles,Quarry_Hill_Parade,2026-07-24T09:05:00+00:00,2026-07-24T09:30:00+00:00,51.216005,0.292941,318
2026-07-24T09:12:34.370070,2026-07-23T17:09:14+00:00,281,outbound,AKSS,1659,Parsonage_Close,Barnetts_Way,,,51.1382,0.228016,
2026-07-24T09:12:34.370070,2026-07-24T09:11:52+00:00,277,inbound,AKSS,2484,Tunbridge_Wells_Hospital,Old_West_Station_Sainsbury_s,2026-07-24T09:00:00+00:00,2026-07-24T09:33:00+00:00,51.149181,0.285656,94
2026-07-24T09:12:34.370070,2026-07-24T09:12:17+00:00,219,inbound,AKSS,2951,Pinnacles,Tunbridge_Wells_Hospital,2026-07-24T08:50:00+00:00,2026-07-24T09:27:00+00:00,51.204395,0.277556,166
2026-07-24T09:12:34.370070,2026-07-23T12:06:01+00:00,218,inbound,AKSS,2956,Pinnacles,Quarry_Hill_Parade,2026-07-23T11:35:00+00:00,2026-07-23T12:00:00+00:00,51.200001,0.276436,
2026-07-24T09:12:34.370070,2026-07-24T06:09:10+00:00,6H,inbound,AKSS,3020,Railway_Station,Tunbridge_Wells_Hospital,2026-07-24T05:48:00+00:00,2026-07-24T06:05:00+00:00,51.14812,0.307403,
2026-07-24T09:12:34.370070,2026-07-23T17:12:19+00:00,402,inbound,AKSS,3908,Old_West_Station_Sainsbury_s,Knole_Academy,,,51.271293,0.193503,
2026-07-24T09:12:34.370070,2026-07-24T09:12:10+00:00,89,inbound,AKSS,4071,Spice_Lounge,King_Street,2026-07-24T08:47:00+00:00,2026-07-24T09:10:00+00:00,51.24648,0.524623,
2026-07-24T09:12:34.370070,2026-07-24T09:12:00+00:00,85,inbound,AKSS,4072,Hever_Close,Chequers_Bus_Station,2026-07-24T09:00:00+00:00,2026-07-24T09:19:00+00:00,51.259058,0.541783,30
2026-07-24T09:12:34.370070,2026-07-24T09:12:17+00:00,82,outbound,AKSS,4074,Royal_Star_Arcade,Parade,2026-07-24T09:10:00+00:00,2026-07-24T09:32:00+00:00,51.27292,0.526533,204
2026-07-24T09:12:34.370070,2026-07-24T09:12:20+00:00,82,outbound,AKSS,4075,Royal_Star_Arcade,Parade,2026-07-24T08:58:00+00:00,2026-07-24T09:20:00+00:00,51.254468,0.535315,131
2026-07-24T09:12:34.370070,2026-07-24T09:12:15+00:00,116,outbound,AKSS,4142,Waterfront_Bus_Station,Hempstead_Valley_Shopping_Centre,2026-07-24T08:10:00+00:00,2026-07-24T09:11:00+00:00,51.337115,0.584298,296
2026-07-24T09:12:34.370070,2026-07-24T09:12:20+00:00,164,inbound,AKSS,4143,Chatham_Grove,Waterfront_Bus_Station,2026-07-24T09:04:00+00:00,2026-07-24T09:24:00+00:00,51.373101,0.527118,96
2026-07-24T09:12:34.370070,2026-07-24T09:10:10+00:00,2,outbound,AKSS,4144,Dockside_Outlet,Chatham_Railway_Station,2026-07-24T09:02:00+00:00,2026-07-24T09:13:00+00:00,51.385021,0.524253,
2026-07-24T09:12:34.370070,2026-07-24T09:12:17+00:00,700,inbound,AKSS,4145,Waterfront_Bus_Station,Bus_Station,2026-07-24T09:10:00+00:00,2026-07-24T09:52:00+00:00,51.384453,0.523646,
2026-07-24T09:12:34.370070,2026-07-24T09:12:02+00:00,700,inbound,AKSS,4146,Waterfront_Bus_Station,Bus_Station,2026-07-24T08:50:00+00:00,2026-07-24T09:32:00+00:00,51.392195,0.468661,281
2026-07-24T09:12:34.370070,2026-07-23T15:28:59+00:00,191,inbound,AKSS,4150,Marina,Waterfront_Bus_Station,2026-07-23T13:14:00+00:00,2026-07-23T13:58:00+00:00,51.402735,0.513503,
2026-07-24T09:12:34.370070,2026-07-24T09:12:18+00:00,164,outbound,AKSS,4152,Waterfront_Bus_Station,Chatham_Grove,2026-07-24T09:10:00+00:00,2026-07-24T09:22:00+00:00,51.384858,0.52438,
2026-07-24T09:12:34.370070,2026-07-24T09:11:52+00:00,166,outbound,AKSS,4154,Chatham_Railway_Station,Lordswood_Close,,,51.359581,0.545806,
2026-07-24T09:12:34.370070,2026-07-24T09:12:15+00:00,219,outbound,AKSS,4217,Quarry_Hill_Parade,Pinnacles,2026-07-24T09:10:00+00:00,2026-07-24T09:19:00+00:00,51.194038,0.273705,27
2026-07-24T09:12:34.370070,2026-07-24T09:12:21+00:00,116,inbound,AKSS,4219,Hempstead_Valley_Shopping_Centre,Waterfront_Bus_Station,2026-07-24T08:21:00+00:00,2026-07-24T09:26:00+00:00,51.370268,0.572236,284
2026-07-24T09:12:34.370070,2026-07-24T09:12:13+00:00,132,outbound,AKSS,4220,Hempstead_Valley_Shopping_Centre,Waterfront_Bus_Station,2026-07-24T08:38:00+00:00,2026-07-24T09:22:00+00:00,51.367273,0.58943,291
2026-07-24T09:12:34.370070,2026-07-24T09:07:51+00:00,1,outbound,AKSS,4221,The_Strand,Chatham_Railway_Station,2026-07-24T09:06:00+00:00,2026-07-24T09:28:00+00:00,51.394801,0.555415,268
2026-07-24T09:12:34.370070,2026-07-24T09:12:18+00:00,177,outbound,AKSS,4222,Waterfront_Bus_Station,Village_Centre,2026-07-24T08:39:00+00:00,2026-07-24T09:07:00+00:00,51.340328,0.525395,
2026-07-24T09:12:34.370070,2026-07-24T09:12:01+00:00,132,outbound,AKSS,4223,Hempstead_Valley_Shopping_Centre,Waterfront_Bus_Station,2026-07-24T08:52:00+00:00,2026-07-24T09:36:00+00:00,51.353383,0.59838,34
2026-07-24T09:12:34.370070,2026-07-23T16:29:54+00:00,140,outbound,AKSS,4224,Bligh_Way_Shops,Waterfront_Bus_Station,2026-07-23T15:56:00+00:00,2026-07-23T16:29:00+00:00,51.384666,0.524025,
2026-07-24T09:12:34.370070,2026-07-24T08:46:44+00:00,116,inbound,AKSS,4261,Hempstead_Valley_Shopping_Centre,Waterfront_Bus_Station,2026-07-24T07:46:00+00:00,2026-07-24T08:56:00+00:00,51.39663,0.540056,
2026-07-24T09:12:34.370070,2026-07-24T09:12:17+00:00,175,inbound,AKSS,4262,Waterfront_Bus_Station,King_Street,,,51.388193,0.545401,91
2026-07-24T09:12:34.370070,2026-07-24T09:05:34+00:00,175,outbound,AKSS,4263,King_Street,Waterfront_Bus_Station,,,51.38498,0.524148,
2026-07-24T09:12:34.370070,2026-07-24T09:12:23+00:00,176,outbound,AKSS,4264,Plantation_Road,Village_Centre,2026-07-24T09:17:00+00:00,2026-07-24T10:16:00+00:00,51.388551,0.573076,296
2026-07-24T09:12:34.370070,2026-07-24T09:12:01+00:00,132,inbound,AKSS,4266,Waterfront_Bus_Station,Hempstead_Valley_Shopping_Centre,2026-07-24T08:30:00+00:00,2026-07-24T09:10:00+00:00,51.342616,0.578615,196
2026-07-24T09:12:34.370070,2026-07-24T09:12:17+00:00,176,outbound,AKSS,4268,Plantation_Road,Village_Centre,2026-07-24T08:17:00+00:00,2026-07-24T09:16:00+00:00,51.34003,0.518884,165
2026-07-24T09:12:34.370070,2026-07-24T09:12:02+00:00,177,inbound,AKSS,4269,Alexandra_Hospital,Plantation_Road,,,51.368918,0.546361,66
2026-07-24T09:12:34.370070,2026-07-24T09:03:02+00:00,132,outbound,AKSS,4270,Hempstead_Valley_Shopping_Centre,Waterfront_Bus_Station,2026-07-24T08:24:00+00:00,2026-07-24T09:08:00+00:00,51.382855,0.522523,
2026-07-24T09:12:34.370070,2026-07-24T09:05:04+00:00,182,inbound,AKSS,4271,Beechings_Green,Waterfront_Bus_Station,2026-07-24T08:35:00+00:00,2026-07-24T09:02:00+00:00,51.385406,0.525218,244
2026-07-24T09:12:34.370070,2026-07-24T09:12:18+00:00,140,outbound,AKSS,4272,Bligh_Way_Shops,Waterfront_Bus_Station,,,51.384921,0.524579,
2026-07-24T09:12:34.370070,2026-07-24T09:12:12+00:00,182,inbound,AKSS,4273,Beechings_Green,Waterfront_Bus_Station,2026-07-24T08:47:00+00:00,2026-07-24T09:14:00+00:00,51.38543,0.525221,188
2026-07-24T09:12:34.370070,2026-07-24T05:42:05+00:00,166,inbound,AKSS,4280,The_Kestrel_Shopping_Centre,Waterfront_Bus_Station,2026-07-24T04:40:00+00:00,2026-07-24T05:13:00+00:00,51.380675,0.52141,
2026-07-24T09:12:34.370070,2026-07-23T17:02:06+00:00,191,inbound,AKSS,4281,Lapwing_Road,Waterfront_Bus_Station,,,51.433823,0.563891,
2026-07-24T09:12:34.370070,2026-07-24T09:12:16+00:00,85,outbound,AKSS,4282,Chequers_Bus_Station,Hever_Close,2026-07-24T09:10:00+00:00,2026-07-24T09:28:00+00:00,51.272913,0.526448,
2026-07-24T09:12:34.370070,2026-07-24T09:12:17+00:00,12,inbound,AKSS,4283,The_Vine,Royal_Star_Arcade,2026-07-24T08:30:00+00:00,2026-07-24T09:31:00+00:00,51.211328,0.59034,4
2026-07-24T09:12:34.370070,2026-07-24T07:59:56+00:00,85,inbound,AKSS,4284,Hever_Close,Chequers_Bus_Station,2026-07-24T07:38:00+00:00,2026-07-24T08:04:00+00:00,51.273186,0.526601,
2026-07-24T09:12:34.370070,2026-07-24T09:12:22+00:00,182,outbound,AKSS,4289,Waterfront_Bus_Station,Beechings_Green,2026-07-24T09:05:00+00:00,2026-07-24T09:32:00+00:00,51.388538,0.545038,136
2026-07-24T09:12:34.370070,2026-07-24T09:12:06+00:00,191,outbound,AKSS,4290,Waterfront_Bus_Station,Lapwing_Road,,,51.43642,0.568258,39
2026-07-24T09:12:34.370070,2026-07-24T09:12:24+00:00,132,inbound,AKSS,4291,Waterfront_Bus_Station,Hempstead_Valley_Shopping_Centre,2026-07-24T08:45:00+00:00,2026-07-24T09:25:00+00:00,51.357298,0.604163,
2026-07-24T09:12:34.370070,2026-07-24T09:12:18+00:00,166,inbound,AKSS,4292,The_Kestrel_Shopping_Centre,Waterfront_Bus_Station,,,51.348258,0.53338,14
2026-07-24T09:12:34.370070,2026-07-23T22:48:57+00:00,132,inbound,AKSS,4293,Waterfront_Bus_Station,Hempstead_Valley_Shopping_Centre,2026-07-23T22:23:00+00:00,2026-07-23T22:52:00+00:00,51.342448,0.580056,335
2026-07-24T09:12:34.370070,2026-07-24T09:12:19+00:00,12,outbound,AKSS,4296,Royal_Star_Arcade,The_Vine,2026-07-24T08:15:00+00:00,2026-07-24T09:17:00+00:00,51.10958,0.645623,191
2026-07-24T09:12:34.370070,2026-07-24T09:11:59+00:00,166,outbound,AKSS,4298,Chatham_Railway_Station,Lordswood_Close,,,51.383938,0.526778,
2026-07-24T09:12:34.370070,2026-07-24T09:12:06+00:00,140,inbound,AKSS,4299,Waterfront_Bus_Station,Bligh_Way_Shops,,,51.389113,0.47104,267
2026-07-24T09:12:34.370070,2026-07-24T08:54:36+00:00,177,inbound,AKSS,4300,Alexandra_Hospital,Plantation_Road,,,51.38508,0.524516,
2026-07-24T09:12:34.370070,2026-07-24T09:12:19+00:00,182,inbound,AKSS,4308,Beechings_Green,Waterfront_Bus_Station,2026-07-24T09:11:00+00:00,2026-07-24T09:38:00+00:00,51.375891,0.586595,223
2026-07-24T09:12:34.370070,2026-07-24T09:11:58+00:00,166,inbound,AKSS,4312,The_Kestrel_Shopping_Centre,Waterfront_Bus_Station,,,51.335135,0.543598,285
2026-07-24T09:12:34.370070,2026-07-24T09:11:51+00:00,133,outbound,AKSS,4313,The_Six_Bells,Post_Office,2026-07-24T09:00:00+00:00,2026-07-24T09:28:00+00:00,51.431745,0.498563,202
2026-07-24T09:12:34.370070,2026-07-24T09:12:00+00:00,132,outbound,AKSS,4314,Hempstead_Valley_Shopping_Centre,Waterfront_Bus_Station,2026-07-24T09:06:00+00:00,2026-07-24T09:50:00+00:00,51.340036,0.581493,
2026-07-24T09:12:34.370070,2026-07-24T09:12:11+00:00,182,outbound,AKSS,4316,Waterfront_Bus_Station,Beechings_Green,2026-07-24T08:53:00+00:00,2026-07-24T09:20:00+00:00,51.381438,0.567036,349
2026-07-24T09:12:34.370070,2026-07-24T09:12:20+00:00,166,inbound,AKSS,4317,The_Kestrel_Shopping_Centre,Waterfront_Bus_Station,,,51.37508,0.538881,341
2026-07-24T09:12:34.370070,2026-07-24T09:12:19+00:00,116,inbound,AKSS,4319,Hempstead_Valley_Shopping_Centre,Waterfront_Bus_Station,2026-07-24T08:51:00+00:00,2026-07-24T09:56:00+00:00,51.355461,0.591666,341
2026-07-24T09:12:34.370070,2026-07-24T09:12:10+00:00,3,inbound,AKSS,4340,Maidstone_Hospital,Chequers_Bus_Station,2026-07-24T09:16:00+00:00,2026-07-24T09:34:00+00:00,51.273885,0.483223,
2026-07-24T09:12:34.370070,2026-07-23T19:13:07+00:00,3,outbound,AKSS,4341,Chequers_Bus_Station,Maidstone_Hospital,2026-07-23T18:55:00+00:00,2026-07-23T19:12:00+00:00,51.273721,0.483211,
2026-07-24T09:12:34.370070,2026-07-24T09:12:23+00:00,218,outbound,AKSS,4349,Tunbridge_Wells_Hospital,Pinnacles,2026-07-24T09:13:00+00:00,2026-07-24T09:34:00+00:00,51.147773,0.307043,
2026-07-24T09:12:34.370070,2026-07-24T09:12:13+00:00,82,inbound,AKSS,4350,Parade,Royal_Star_Arcade,2026-07-24T09:00:00+00:00,2026-07-24T09:22:00+00:00,51.254611,0.53513,307
2026-07-24T09:12:34.370070,2026-07-24T09:12:03+00:00,3,inbound,AKSS,4351,Maidstone_Hospital,Chequers_Bus_Station,2026-07-24T08:56:00+00:00,2026-07-24T09:14:00+00:00,51.271953,0.514544,110
2026-07-24T09:12:34.370070,2026-07-24T09:12:10+00:00,82,outbound,AKSS,4352,Royal_Star_Arcade,Parade,2026-07-24T09:22:00+00:00,2026-07-24T09:44:00+00:00,51.273426,0.521595,
